epoch,batch,train_loss,val_loss
9,5,0.6410894989967346,
9,6,0.5643990635871887,
9,7,0.5922083854675293,
9,8,0.5883861780166626,
9,9,0.6953145861625671,
9,10,0.6296688318252563,1.7479921449376659
10,0,0.5407761335372925,
10,1,0.5671785473823547,
10,2,0.5443933606147766,
10,3,0.4868273138999939,
10,4,0.5340278744697571,
10,5,0.5618504881858826,
10,6,0.6364649534225464,
10,7,0.5926287174224854,
10,8,0.497396856546402,
10,9,0.5410310626029968,
10,10,0.4728926718235016,1.7669187430158748
11,0,0.4739656150341034,
11,1,0.5161097645759583,
11,2,0.4280087947845459,
11,3,0.46296417713165283,
11,4,0.5103502869606018,
11,5,0.4738594591617584,
11,6,0.4879753291606903,
11,7,0.4563010334968567,
11,8,0.4963594377040863,
11,9,0.49489665031433105,
11,10,0.5547909140586853,1.7048863803639132
12,0,0.3798701763153076,
12,1,0.4216427803039551,
12,2,0.39441171288490295,
12,3,0.447158545255661,
12,4,0.3952732980251312,
12,5,0.40334734320640564,
12,6,0.45685845613479614,
12,7,0.3902598023414612,
12,8,0.4773942530155182,
12,9,0.47096526622772217,
12,10,0.4820859432220459,1.7281172963091769
13,0,0.39139121770858765,
13,1,0.3541848957538605,
13,2,0.3913746178150177,
13,3,0.38991087675094604,
13,4,0.4101716876029968,
13,5,0.44969412684440613,
13,6,0.33281221985816956,
13,7,0.4243377447128296,
13,8,0.38890188932418823,
13,9,0.36683857440948486,
13,10,0.3771924376487732,1.7169888561733142
14,0,0.298317015171051,
14,1,0.3397294878959656,
14,2,0.3283379375934601,
14,3,0.34237349033355713,
14,4,0.3386339843273163,
14,5,0.37980976700782776,
14,6,0.3306359052658081,
14,7,0.35410821437835693,
14,8,0.3401326835155487,
14,9,0.42027607560157776,
14,10,0.3857232928276062,1.784171114693071
15,0,0.3082018792629242,
15,1,0.2919982373714447,
15,2,0.3436071276664734,
15,3,0.3237963914871216,
15,4,0.37924572825431824,
15,5,0.3331798315048218,
15,6,0.334515780210495,
15,7,0.34538862109184265,
15,8,0.38598108291625977,
15,9,0.31539562344551086,
15,10,0.38760870695114136,1.7197751904833778
16,0,0.31972435116767883,
16,1,0.3788646459579468,
16,2,0.2747015357017517,
16,3,0.2854388356208801,
16,4,0.31429198384284973,
16,5,0.3016132414340973,
16,6,0.3449234664440155,
16,7,0.34736934304237366,
16,8,0.2928036153316498,
16,9,0.26551783084869385,
16,10,0.3743852972984314,1.7881342283793467
17,0,0.3111514747142792,
17,1,0.3384020924568176,
17,2,0.2803500294685364,
17,3,0.27031567692756653,
17,4,0.31407883763313293,
17,5,0.2832748591899872,
17,6,0.2501693367958069,
17,7,0.2948532998561859,
17,8,0.25439348816871643,
17,9,0.29456591606140137,
17,10,0.29239481687545776,1.7716806429188425
18,0,0.2802596688270569,
18,1,0.2305224984884262,
18,2,0.24806661903858185,
18,3,0.27666378021240234,
18,4,0.2800104022026062,
18,5,0.2697340250015259,
18,6,0.26913174986839294,
18,7,0.28524327278137207,
18,8,0.253302663564682,
18,9,0.25660258531570435,
18,10,0.2575749456882477,1.7900032285638314
19,0,0.1896602213382721,
19,1,0.24031372368335724,
19,2,0.26202642917633057,
19,3,0.2202419936656952,
19,4,0.2720336318016052,
19,5,0.2666359841823578,
19,6,0.25015389919281006,
19,7,0.28222382068634033,
19,8,0.25760164856910706,
19,9,0.2734157145023346,
19,10,0.23398873209953308,1.7917420113274836
19,10,0.23398873209953308,1.7182375348281314
